1	30
2	30
9	33
10	33
12	19
13	16
14	2
15	11
16	10
18	11
19	15
20	38
21	37
22	10
23	0
24	34
25	25
26	11
27	25
28	7
29	20
30	11
31	11
32	11
33	11
34	11
35	11
36	11
37	11
38	11
39	11
40	24
41	24
43	33
47	11
48	11
49	32
50	11
51	11
52	10
53	34
54	10
55	19
56	32
58	21
59	21
60	21
70	21
71	21
72	21
81	30
86	5
87	30
88	21
89	18
90	31
91	31
92	31
93	31
94	31
95	11
97	11
98	11
100	34
101	21
102	20
103	6
104	2
105	9
107	27
108	27
109	27
111	27
112	27
113	27
114	27
115	27
116	27
117	27
118	21
119	11
120	11
123	15
124	11
125	11
126	11
127	11
128	11
130	11
131	11
132	34
133	27
134	27
135	27
136	27
140	3
141	7
142	6
143	9
146	27
147	27
148	27
150	27
151	27
152	27
153	27
154	27
155	27
156	35
157	35
158	34
159	34
160	20
161	20
162	20
163	20
164	20
165	29
166	18
167	36
172	29
173	22
174	30
175	30
176	30
177	19
178	8
181	27
182	15
183	27
185	27
186	27
187	27
189	11
190	15
191	11
196	33
197	30
199	26
202	17
203	34
204	34
205	34
207	25
208	25
210	10
211	33
212	11
213	30
214	22
215	12
216	11
217	11
218	11
219	11
220	11
221	11
222	11
223	11
224	11
225	12
226	11
229	11
230	11
231	11
238	25
239	33
240	33
241	26
242	33
244	15
246	33
247	33
248	0
249	16
250	0
251	0
257	32
258	31
259	31
262	13
265	30
266	30
267	8
268	31
269	31
270	34
271	34
272	34
273	20
274	20
275	11
276	11
277	11
278	11
279	11
280	11
283	7
284	25
285	25
286	23
287	23
288	23
290	26
291	12
292	0
293	0
301	27
302	0
304	6
306	23
307	9
308	26
309	0
310	16
311	11
312	16
313	26
314	11
316	11
317	16
318	34
319	30
320	34
321	34
322	1
323	32
324	9
325	5
326	5
327	10
328	6
329	16
330	16
331	16
332	6
333	16
334	25
335	30
336	30
337	15
338	20
339	31
341	30
343	33
344	15
345	30
346	31
347	19
348	30
350	30
351	27
353	34
354	5
355	16
356	26
357	25
358	18
359	38
360	33
361	33
362	33
363	33
364	33
366	33
367	5
368	30
369	25
372	23
373	18
374	31
375	23
377	23
378	23
379	24
381	23
382	20
383	11
384	11
387	20
388	20
389	20
390	31
391	20
392	20
393	20
394	10
395	20
396	20
397	20
398	20
399	20
400	23
401	15
402	21
403	16
405	15
406	15
407	27
408	35
409	35
410	32
411	32
412	33
414	32
415	32
416	32
417	14
419	32
420	3
421	31
427	33
429	15
430	22
432	37
433	37
434	34
435	11
438	11
439	9
440	10
443	11
444	35
445	11
462	32
463	13
466	25
467	15
468	25
471	34
472	6
473	19
474	17
475	12
476	38
477	38
478	38
479	38
480	38
481	38
482	38
483	38
486	38
487	35
488	38
489	37
490	21
491	21
492	27
493	21
495	12
496	38
498	12
501	11
506	12
509	12
513	12
514	12
515	12
516	12
517	12
518	12
521	12
522	12
523	12
525	12
526	12
527	12
528	12
529	12
533	12
534	12
535	12
537	12
538	38
539	12
540	38
545	6
546	5
547	23
549	11
550	8
551	27
552	27
553	29
554	27
558	25
563	19
566	30
567	26
570	33
571	6
572	25
573	9
575	24
576	34
577	29
578	16
579	31
580	6
581	16
582	10
583	10
585	10
586	11
587	11
590	32
593	11
594	11
595	25
596	25
597	16
598	16
599	16
602	25
604	26
605	7
607	4
608	16
610	22
611	27
613	25
617	12
622	13
623	27
624	27
627	24
629	32
631	14
632	31
633	30
634	24
635	11
636	23
637	16
638	16
639	26
640	25
641	6
642	0
643	27
644	33
645	33
646	29
648	5
649	36
650	31
651	31
652	31
653	31
654	31
655	31
656	31
657	31
658	31
659	31
660	25
661	34
662	23
663	31
664	38
665	38
666	16
667	21
668	2
669	11
670	3
671	30
672	6
673	25
675	6
676	20
677	36
678	36
680	27
682	23
683	34
684	26
685	25
686	34
687	22
688	15
689	0
694	8
695	25
696	23
699	6
701	6
705	2
706	12
708	0
710	30
712	30
713	26
714	30
715	30
716	30
717	27
718	27
719	27
720	13
721	30
722	24
725	24
726	38
727	27
728	27
729	12
730	12
731	12
732	12
733	12
734	21
735	12
738	23
740	0
741	9
