259584	887
68612	887
11283	887
239643	887
124443	887
178206	887
238114	887
68133	887
2601	887
17451	887
17452	887
17453	887
7214	887
7215	887
17454	887
37423	887
226347	887
226348	887
233522	887
569	887
570	887
228927	887
232005	887
48200	887
63922	887
44619	887
594	887
595	887
596	887
597	887
78418	887
248917	887
174680	887
109657	887
174681	887
5729	887
5730	887
158820	887
158821	887
30822	887
162408	887
23661	887
190061	887
150639	887
190062	887
139386	887
1148	887
200322	887
235651	887
50823	887
1672	887
1673	887
50824	887
50825	887
145553	887
230321	887
237728	887
237729	887
237730	887
237731	887
2724	887
10916	887
107173	887
107174	887
4264	887
4265	887
107175	887
137395	887
83124	887
1205	887
1206	887
1207	887
137396	887
159411	887
111290	887
111291	887
159412	887
159413	887
24767	887
84675	887
235210	887
235211	887
235212	887
235213	887
235214	887
5851	887
5852	887
72415	887
72416	887
72417	887
231	887
245481	887
206058	887
8437	887
249084	887
240383	887
28416	887
118018	887
240397	887
171282	887
171283	887
181531	887
181532	887
10528	887
27426	887
190755	887
148269	887
67374	887
31535	887
204589	887
204590	887
188725	887
188726	887
177977	887
85308	887
85823	887
191295	887
210752	887
124226	887
169285	887
8010	887
203595	887
25421	887
12631	887
12632	887
12633	887
193367	887
193368	887
4444	887
193369	887
239964	887
239965	887
242525	887
5985	887
121698	887
121699	887
146786	887
172386	887
142182	887
172387	887
215394	887
194922	887
166251	887
166252	887
187763	887
84853	887
84854	887
239480	887
214906	887
214907	887
20348	887
214908	887
124286	887
9606	887
229254	887
229255	887
8588	887
8589	887
8590	887
2959	887
8591	887
231820	887
252816	887
219033	887
1950	887
9127	887
9128	887
101800	887
240039	887
93614	887
228783	887
228784	887
230320	887
228782	887
126384	887
8625	887
8626	887
8627	887
24500	887
24501	887
9142	887
9143	887
62901	887
14784	887
174529	887
208832	887
12227	887
10184	887
190408	887
190409	887
39375	887
160723	887
160724	887
16341	887
72661	887
160725	887
15328	887
481	887
74209	887
483	887
484	887
189921	887
47592	887
47593	887
194027	887
111087	887
18944	778
18946	778
149508	778
12294	778
43015	778
146953	778
60947	778
233496	778
97819	778
55326	778
61476	778
62507	778
38956	778
38957	778
101934	778
199739	778
122943	778
106563	778
29253	778
15944	778
81481	778
87112	778
89161	778
89162	778
91208	778
94285	778
218701	778
255050	778
