79873	34
90113	34
79877	34
2053	34
51208	34
23562	34
9228	34
9229	34
23564	34
100170765	34
5136	34
5137	34
5138	34
5139	34
83988	34
5140	34
5141	34
5142	34
24	34
57369	34
5143	34
5144	34
5145	34
5146	34
5147	34
55327	34
8224	34
120863	34
4130	34
57379	34
161823	34
5148	34
5149	34
5150	34
5151	34
5152	34
5153	34
100506658	34
5158	34
9256	34
79919	34
5167	34
5169	34
51251	34
11315	34
53	34
60489	34
60490	34
51278	34
29775	34
440400	34
390226	34
51292	34
53343	34
84064	34
100	34
84071	34
53354	34
116843	34
654364	34
30833	34
51314	34
254065	34
114804	34
9330	34
7287	34
26747	34
58494	34
58497	34
132	34
125061	34
1160	34
87178	34
54413	34
4239	34
58512	34
139411	34
115861	34
57495	34
9369	34
23705	34
56474	34
158	34
159	34
57502	34
204962	34
9378	34
9379	34
84138	34
58538	34
3251	34
57524	34
2232	34
4282	34
5309	34
8382	34
28862	34
23746	34
9414	34
92359	34
220359	34
203	34
204	34
205	34
4301	34
7371	34
7372	34
51409	34
9419	34
57555	34
7378	34
10456	34
389336	34
10461	34
29919	34
29922	34
79077	34
57579	34
1259	34
25837	34
9454	34
9455	34
9456	34
8436	34
79092	34
100291837	34
54529	34
4354	34
4355	34
4356	34
317703	34
84232	34
270	34
271	34
272	34
29974	34
127262	34
606495	34
64802	34
84265	34
22829	34
8495	34
8497	34
8499	34
8500	34
256309	34
50484	34
22839	34
399671	34
641339	34
84284	34
318	34
320	34
321	34
283970	34
57669	34
10570	34
7498	34
139596	34
9546	34
25934	34
84304	34
115024	34
22866	34
1365	34
1366	34
22871	34
25945	34
22875	34
8541	34
158046	34
1373	34
5471	34
353	34
9582	34
9583	34
85358	34
341359	34
158067	34
1396	34
90488	34
1400	34
8573	34
10621	34
10622	34
10623	34
349565	34
9600	34
6535	34
5511	34
140679	34
169355	34
9615	34
22934	34
4503	34
55703	34
9626	34
29083	34
29085	34
22941	34
55718	34
29097	34
6571	34
8622	34
434	34
388531	34
100133301	34
91574	34
10686	34
121278	34
26047	34
22978	34
83394	34
63941	34
246213	34
26053	34
85445	34
390598	34
9673	34
26059	34
93643	34
8654	34
168400	34
6611	34
84437	34
85461	34
471	34
22999	34
6620	34
285148	34
51678	34
1503	34
407008	34
266727	34
27115	34
134637	34
390637	34
51700	34
5625	34
51706	34
286204	34
27134	34
5631	34
5634	34
55811	34
55812	34
23045	34
55814	34
57863	34
57864	34
5635	34
5636	34
285195	34
55821	34
51727	34
51728	34
23057	34
8724	34
388630	34
2584	34
10776	34
10777	34
113179	34
3614	34
3615	34
91683	34
6692	34
140838	34
6697	34
171568	34
7732	34
221749	34
133686	34
8760	34
576	34
56896	34
644672	34
150084	34
129607	34
84552	34
8777	34
340554	34
4684	34
53838	34
64078	34
64080	34
53842	34
2643	34
2644	34
64084	34
24146	34
151126	34
83549	34
10846	34
27231	34
23136	34
1633	34
55907	34
1635	34
51816	34
100132463	34
122481	34
253559	34
3704	34
8825	34
50808	34
56952	34
56953	34
200315	34
200316	34
8831	34
221823	34
8833	34
64130	34
84612	34
388743	34
3996	34
84618	34
83594	34
116362	34
661	34
8859	34
50848	34
27297	34
4774	34
50855	34
124583	34
683	34
8876	34
4781	34
686	34
4782	34
4784	34
119467	34
10930	34
5805	34
26285	34
389813	34
26289	34
54963	34
1716	34
1723	34
6853	34
6854	34
6855	34
49861	34
400073	34
54981	34
57030	34
81607	34
23245	34
2766	34
1739	34
1740	34
4817	34
1741	34
1742	34
59084	34
4830	34
4831	34
4832	34
4833	34
8927	34
23266	34
5860	34
4837	34
9962	34
9963	34
8942	34
127731	34
83700	34
548596	34
758	34
143098	34
4860	34
50940	34
57084	34
122622	34
151295	34
50944	34
2824	34
6920	34
152330	34
1806	34
1807	34
1808	34
4881	34
4882	34
1809	34
83733	34
100652824	34
131870	34
79646	34
548644	34
4907	34
1841	34
131890	34
164668	34
1854	34
831	34
283458	34
442179	34
90952	34
5961	34
2897	34
2898	34
2899	34
