63490	316
110595	316
61443	316
116741	316
24582	316
151558	316
159753	316
159754	316
57373	316
38942	316
6173	316
22558	316
94246	316
167980	316
98351	316
81988	316
12371	316
151635	316
63574	316
86105	316
131167	316
125027	316
120937	316
149612	316
96372	316
16502	316
55417	316
57469	316
86141	316
123005	316
45184	316
36989	316
139394	316
123013	316
139402	316
143498	316
155789	316
143506	316
71827	316
12445	316
49312	316
153762	316
45222	316
61610	316
67766	316
51383	316
4292	316
51401	316
61644	316
18640	316
133333	316
65750	316
116951	316
67805	316
110816	316
47329	316
114916	316
147685	316
76008	316
155885	316
153851	316
45307	316
24833	316
39170	316
153866	316
155914	316
33048	316
43290	316
61722	316
67870	316
84261	316
90405	316
31016	316
114988	316
157996	316
65838	316
112943	316
160047	316
2355	316
153911	316
84280	316
131393	316
100674	316
78148	316
63821	316
84306	316
43356	316
108894	316
100704	316
24934	316
59750	316
59752	316
133480	316
8555	316
43371	316
4464	316
139632	316
156019	316
158070	316
127351	316
67961	316
70025	316
43405	316
51603	316
137623	316
65944	316
86434	316
92579	316
141730	316
162210	316
164259	316
92590	316
43439	316
104883	316
82368	316
149963	316
49615	316
102874	316
147935	316
141794	316
45540	316
123371	316
80372	316
166392	316
135674	316
43515	316
78335	316
513	316
139778	316
147972	316
160264	316
96777	316
53774	316
135702	316
96797	316
107037	316
31266	316
59938	316
78371	316
82468	316
150053	316
150054	316
119339	316
111152	316
129584	316
135731	316
27193	316
78394	316
576	316
115265	316
41545	316
158284	316
105042	316
31324	316
152158	316
156256	316
158307	316
98923	316
2668	316
37485	316
25203	316
121463	316
150143	316
8842	316
121484	316
148112	316
31379	316
164504	316
148123	316
21148	316
39582	316
144031	316
141987	316
12970	316
39597	316
162480	316
92854	316
164535	316
10944	316
51904	316
4802	316
82632	316
58057	316
58059	316
90828	316
90831	316
35542	316
111318	316
17113	316
84706	316
96998	316
115430	316
154343	316
103148	316
2801	316
756	316
72443	316
105212	316
72450	316
84738	316
41732	316
92939	316
58127	316
17170	316
150299	316
117534	316
80678	316
6964	316
107319	316
17218	316
21321	316
95051	316
27469	316
105296	316
4946	316
105299	316
127827	316
66389	316
156506	316
86875	316
117596	316
74594	316
119654	316
35688	316
166761	316
21358	316
54152	316
158605	316
39824	316
60309	316
62357	316
86939	316
91041	316
13218	316
23470	316
43954	316
134070	316
134073	316
107456	316
152514	316
60358	316
41934	316
78799	316
17363	316
41940	316
29667	316
123877	316
148453	316
46056	316
13289	316
23531	316
68589	316
127982	316
11248	316
25594	316
140284	316
31746	316
31758	316
74778	316
166942	316
99359	316
70687	316
87074	316
111651	316
148516	316
1063	316
162857	316
1069	316
142390	316
150590	316
3143	316
107595	316
40013	316
91215	316
132176	316
58450	316
126043	316
146523	316
99424	316
78952	316
78953	316
25712	316
119932	316
113790	316
54402	316
64647	316
109707	316
146571	316
81042	316
64659	316
132248	316
97434	316
132255	316
58534	316
132262	316
72872	316
36019	316
126136	316
79035	316
105660	316
85185	316
144578	316
11460	316
36041	316
146638	316
50385	316
146645	316
13527	316
42202	316
44250	316
126174	316
95459	316
97507	316
23785	316
54505	316
46316	316
60652	316
36082	316
48373	316
68854	316
156919	316
81151	316
9473	316
40193	316
79109	316
142601	316
25870	316
163093	316
40226	316
52520	316
62761	316
68905	316
32043	316
126266	316
126267	316
120124	316
13637	316
40262	316
165195	316
70990	316
32079	316
148815	316
40280	316
56666	316
146781	316
105822	316
42336	316
25957	316
124269	316
116079	316
91505	316
99700	316
3467	316
134540	316
23950	316
144785	316
52626	316
62876	316
138654	316
103839	316
161182	316
97699	316
23972	316
23975	316
163248	316
21938	316
13749	316
122298	316
101820	316
64961	316
110020	316
19916	316
83407	316
93648	316
142803	316
34264	316
116188	316
71143	316
65007	316
71151	316
42488	316
13817	316
153082	316
159229	316
105986	316
54797	316
62990	316
77335	316
155172	316
91694	316
28210	316
52794	316
142909	316
42560	316
17986	316
48715	316
95822	316
34385	316
161364	316
63061	316
24154	316
30308	316
44651	316
50799	316
13936	316
71281	316
151156	316
13942	316
1657	316
1663	316
159365	316
128650	316
81554	316
149146	316
161435	316
7845	316
83629	316
48815	316
108212	316
130747	316
3773	316
16069	316
24262	316
110279	316
44753	316
136914	316
126681	316
132829	316
87782	316
151278	316
59119	316
95993	316
12029	316
12033	316
114437	316
71430	316
69384	316
139019	316
42770	316
96020	316
128791	316
65304	316
73500	316
67357	316
69406	316
145191	316
106280	316
149288	316
38698	316
73517	316
44846	316
147248	316
165684	316
83767	316
75578	316
167738	316
122688	316
106306	316
91971	316
134978	316
1868	316
85840	316
16213	316
18262	316
8023	316
32600	316
75608	316
14172	316
75618	316
143206	316
59241	316
59248	316
34673	316
71537	316
67446	316
61305	316
165754	316
28546	316
165764	316
149382	316
110471	316
102280	316
83849	316
128904	316
118672	316
16276	316
51092	316
69525	316
135063	316
120734	316
149412	316
20391	316
22442	316
61355	316
137132	316
83890	316
44981	316
1985	316
34756	316
69573	316
10186	316
77772	316
116686	316
110545	316
128984	316
57306	316
14307	316
114661	316
90091	316
157677	316
153582	316
133107	316
69640	123
102411	123
159756	123
143371	123
77864	123
143403	123
20524	123
100400	123
6194	123
14392	123
14394	123
75839	123
127048	123
14415	123
57424	123
161879	123
118871	123
129113	123
86106	123
159835	123
110685	123
104543	123
149600	123
57443	123
125033	123
77934	123
125038	123
141427	123
88186	123
65663	123
8321	123
43149	123
104591	123
86163	123
166039	123
2201	123
39068	123
57500	123
157857	123
168097	123
69804	123
102577	123
106685	123
86206	123
16577	123
100555	123
20694	123
57558	123
164058	123
37085	123
119008	123
102634	123
