original_id,metis_id
1001,1
1002,2
1003,3
1004,4
1005,5
1006,6
1007,7
1008,8
1009,9
1010,10
1011,11
1013,12
1014,13
1015,14
1016,15
1017,16
1018,17
1019,18
1020,19
1021,20
1022,21
1023,22
1024,23
1025,24
1026,25
1027,26
1028,27
1029,28
1030,29
1031,30
1032,31
1033,32
1034,33
1035,34
1037,35
1038,36
1039,37
1040,38
1041,39
1042,40
1043,41
1044,42
1045,43
1046,44
1047,45
1048,46
1049,47
1050,48
1051,49
1052,50
1053,51
1054,52
1055,53
1056,54
1057,55
1058,56
1059,57
1060,58
1061,59
1062,60
1063,61
1064,62
1065,63
1066,64
1067,65
1068,66
1069,67
1070,68
1071,69
1072,70
1073,71
1074,72
1075,73
1076,74
1077,75
1078,76
1079,77
1080,78
1081,79
1082,80
1083,81
1084,82
1085,83
1086,84
1087,85
1088,86
1089,87
1090,88
1092,89
1093,90
1094,91
1095,92
1096,93
1097,94
1098,95
1099,96
1100,97
1101,98
1102,99
1103,100
1104,101
1105,102
1106,103
1107,104
1108,105
1109,106
1110,107
1111,108
1112,109
1113,110
1114,111
1115,112
1117,113
1118,114
1119,115
1120,116
1121,117
1122,118
1123,119
1124,120
1125,121
1126,122
1127,123
1128,124
1129,125
1130,126
1131,127
1132,128
1133,129
1134,130
1135,131
1136,132
1137,133
1138,134
1139,135
1140,136
1141,137
1142,138
1143,139
1145,140
1146,141
1147,142
1148,143
1149,144
1150,145
1151,146
1152,147
1153,148
1154,149
1155,150
1156,151
1157,152
1158,153
1159,154
1160,155
1161,156
1162,157
1163,158
1164,159
1165,160
1166,161
1167,162
1168,163
1169,164
1170,165
1171,166
1172,167
1173,168
1174,169
1175,170
1176,171
1177,172
1178,173
1179,174
1180,175
1181,176
1182,177
1183,178
1184,179
1185,180
1186,181
1187,182
1188,183
1189,184
1190,185
1191,186
1192,187
1193,188
1194,189
1195,190
1196,191
1197,192
1198,193
1199,194
1200,195
1201,196
1202,197
1203,198
1204,199
1205,200
1206,201
1207,202
1208,203
1209,204
1210,205
1211,206
1212,207
1213,208
1214,209
1215,210
1216,211
1218,212
1219,213
1220,214
1221,215
1222,216
1223,217
1224,218
1225,219
1226,220
1227,221
1229,222
1230,223
1231,224
1232,225
1233,226
1234,227
1235,228
1236,229
1237,230
1238,231
1239,232
1240,233
1241,234
1242,235
1243,236
1244,237
1245,238
1246,239
1247,240
1248,241
1249,242
1250,243
1251,244
1252,245
1253,246
1254,247
1255,248
1256,249
1257,250
1258,251
1259,252
1260,253
1261,254
1262,255
1263,256
1264,257
1265,258
1266,259
1267,260
1268,261
1269,262
1270,263
1271,264
1272,265
1273,266
1274,267
1275,268
1276,269
1277,270
1278,271
1279,272
1280,273
1281,274
1283,275
1284,276
1285,277
1286,278
1287,279
1288,280
1289,281
1290,282
1291,283
1292,284
1293,285
1294,286
1295,287
1296,288
1297,289
1298,290
1299,291
1300,292
1301,293
1302,294
1303,295
1304,296
1305,297
1306,298
1307,299
1308,300
1309,301
1310,302
1311,303
1312,304
1313,305
1314,306
1315,307
1316,308
1317,309
1318,310
1319,311
1320,312
1321,313
1322,314
1323,315
1324,316
1325,317
1326,318
1327,319
1329,320
1330,321
1331,322
1332,323
1333,324
1334,325
1335,326
2001,327
2002,328
2003,329
2004,330
2006,331
2007,332
2008,333
2009,334
2011,335
2012,336
2013,337
2014,338
2015,339
2016,340
2017,341
2018,342
2021,343
2022,344
2023,345
2024,346
2025,347
2026,348
2027,349
2028,350
2029,351
2031,352
2032,353
2033,354
2034,355
2035,356
2036,357
2037,358
2038,359
2039,360
2040,361
2041,362
2042,363
2043,364
2044,365
2045,366
2046,367
2047,368
2048,369
2049,370
2050,371
2051,372
2052,373
2053,374
2054,375
2055,376
2056,377
2057,378
2058,379
2059,380
2060,381
2061,382
2062,383
2063,384
2064,385
2065,386
2066,387
2068,388
2069,389
2070,390
2071,391
2072,392
2073,393
2074,394
2075,395
2076,396
2077,397
2078,398
2079,399
2080,400
2081,401
2082,402
2083,403
2084,404
2085,405
2086,406
2087,407
2088,408
2089,409
2090,410
2091,411
2092,412
2093,413
2094,414
2095,415
2096,416
2097,417
2098,418
2099,419
2100,420
2101,421
2102,422
2103,423
2104,424
2105,425
2106,426
2107,427
2108,428
2109,429
2110,430
2111,431
2112,432
2113,433
2114,434
2115,435
2116,436
2117,437
2118,438
2119,439
2120,440
2121,441
2122,442
2123,443
2124,444
2125,445
2126,446
2127,447
2128,448
2129,449
2130,450
2131,451
2132,452
2133,453
2134,454
2135,455
2136,456
2137,457
2138,458
2139,459
2140,460
2141,461
2142,462
2143,463
2144,464
2145,465
2146,466
2147,467
2148,468
2149,469
2150,470
2151,471
2152,472
2153,473
2154,474
2155,475
2156,476
2157,477
2158,478
2159,479
2160,480
2161,481
2162,482
2163,483
2164,484
2165,485
2166,486
2167,487
2168,488
2169,489
2170,490
2171,491
2172,492
2173,493
2174,494
2175,495
2176,496
2177,497
2178,498
2179,499
2180,500
2181,501
2182,502
2183,503
2184,504
2185,505
2186,506
2187,507
2188,508
2189,509
2190,510
2191,511
2192,512
2193,513
2194,514
2195,515
2197,516
2198,517
2199,518
2200,519
2201,520
2202,521
2203,522
2204,523
2205,524
2206,525
2207,526
2208,527
2209,528
2210,529
2211,530
2212,531
2213,532
2214,533
2215,534
2216,535
2217,536
2218,537
2219,538
2220,539
2221,540
2222,541
2223,542
2224,543
2226,544
2227,545
2228,546
2229,547
2231,548
2232,549
2233,550
2234,551
2235,552
2236,553
2237,554
2238,555
2239,556
2240,557
2241,558
2242,559
2243,560
2244,561
2245,562
2246,563
2247,564
2248,565
2249,566
2250,567
2251,568
2252,569
2253,570
2254,571
2255,572
2256,573
2257,574
2258,575
2259,576
2260,577
2261,578
2262,579
2263,580
2264,581
2265,582
2266,583
2267,584
2268,585
2269,586
2270,587
2271,588
2272,589
2273,590
2274,591
2275,592
2276,593
2277,594
2278,595
2279,596
2280,597
2281,598
2282,599
2283,600
2284,601
2285,602
2286,603
2287,604
2288,605
2289,606
2290,607
2291,608
2292,609
2293,610
2294,611
2295,612
2296,613
2297,614
2298,615
2299,616
2300,617
2301,618
2302,619
2303,620
2304,621
2305,622
3001,623
3002,624
3003,625
3004,626
3005,627
3006,628
3007,629
3008,630
3009,631
3010,632
3011,633
3012,634
3013,635
3015,636
3016,637
3017,638
3018,639
3019,640
3020,641
3021,642
3022,643
3023,644
3024,645
3025,646
3026,647
3027,648
3028,649
3029,650
3030,651
3031,652
3032,653
3033,654
3034,655
3035,656
3036,657
3037,658
3038,659
3039,660
3040,661
3041,662
3042,663
3043,664
3044,665
3045,666
3046,667
3047,668
3048,669
3049,670
3050,671
3051,672
3052,673
3053,674
3054,675
3055,676
3056,677
3057,678
3058,679
3059,680
3060,681
3061,682
3062,683
3063,684
3064,685
3065,686
3066,687
3067,688
3068,689
3069,690
3070,691
3071,692
3072,693
3073,694
3075,695
3076,696
3077,697
3078,698
3079,699
3080,700
3081,701
3082,702
3083,703
3084,704
3085,705
3086,706
3087,707
3088,708
3089,709
3090,710
3091,711
3092,712
3093,713
3094,714
3095,715
3096,716
3097,717
3098,718
3099,719
3100,720
3101,721
3102,722
3103,723
3104,724
3105,725
3106,726
3107,727
3108,728
3109,729
3110,730
3111,731
3112,732
3113,733
3114,734
